figure	published	ID	Nt	density	evaporation	plate_ID	set	person	organism	strain	genotype	included	sep_2a	marker	Environment	lineage	phi	mmss	mutation_rate	N0	background	luminescence	SD_Nt	cell_count	Competition_time	V	C_plates	environment_Glc	environment_YP	SD_mutation_rate	Lnet_per_cell	SD_mmss_plates	Nt_N0_strain	generations	generation_time	Wabs	coefficient_of_variation	N0_Nt	Luminescence_gross	background_per_cell	background_per_Lnet	mmss_per_V	DNA_repair	Ne	mutation_supply	believed_plastic	occurrence_in_table	genotype_marker	sep_2b	nominal_growth_rate	Growth period	m_per_Vt
3b	no	BB75_06	95492534.7	211666670	0.90229167	71	BB75	R	Escherichia coli	BW25113	mutM	included	included_Rif50	Rif50	Glc125	1	0.999989	1.859	19.4674904	1050	527376	3547934	17484932.7		24	0.5	16	125		0.12021079	0.03715405	0.25191446	90945.2712	16.472711	87.4173049	16.472711	13.5510735	1.09956e-5	4075310	0.00552269	0.14864313	3.718		9173.22672	0.00017858	plastic	1	mutM_Rif50	included_mutM	0.9701558	16.979449078	0.218970591
S6	no	BB75_06	95492534.7	211666670	0.90229167	71	BB75	R	Escherichia coli	BW25113	mutM	included	included_Rif50	Rif50	Glc125	1	0.999989	1.859	19.4674904	1050	527376	3547934	17484932.7		24	0.5	16	125		0.12021079	0.03715405	0.25191446	90945.2712	16.472711	87.4173049	16.472711	13.5510735	1.09956e-5	4075310	0.00552269	0.14864313	3.718	GO	9173.22672	0.00017858	plastic	2	mutM_Rif50	included_mutM	0.9701558	16.979449078	0.218970591
3b	no	BB75_07	64664236.1	143333330	0.90229167	71	BB75	R	Escherichia coli	BW25113	mutY	included	included_Rif50	Rif50	Glc125	1	0.99998956	0.749	11.5829096	675	640900.67	3031962.67	9854034.38		24	0.5	15	125		0.14621364	0.04688778	0.34644052	95798.8683	16.547721	87.0210466	16.547721	46.2537415	1.04385e-5	3672863.3	0.00991121	0.21138145	1.498		5922.38864	6.85985e-5	plastic	1	mutY_Rif50	included_mutY	0.9701558	17.056766545	0.0878243831
S6	no	BB75_07	64664236.1	143333330	0.90229167	71	BB75	R	Escherichia coli	BW25113	mutY	included	included_Rif50	Rif50	Glc125	1	0.99998956	0.749	11.5829096	675	640900.67	3031962.67	9854034.38		24	0.5	15	125		0.14621364	0.04688778	0.34644052	95798.8683	16.547721	87.0210466	16.547721	46.2537415	1.04385e-5	3672863.3	0.00991121	0.21138145	1.498	GO	5922.38864	6.85985e-5	plastic	2	mutY_Rif50	included_mutY	0.9701558	17.056766545	0.0878243831
3b	no	BB75_08	101883767	225833330	0.90229167	71	BB75	R	Escherichia coli	BW25113	mutM	included	included_Rif50	Rif50	Glc150	1	0.99998699	0.824	8.08764754	1325	695339.33	3980930.67	4558210.45		24	0.5	16	150		0.15853023	0.03907326	0.32550602	76893.4093	16.2305723	88.7214555	16.2305723	39.5031578	1.3005e-5	4676270	0.00682483	0.17466753	1.648		11415.3312	9.23232e-5	plastic	1	mutM_Rif50	included_mutM	0.9701558	16.729861665	0.0985064929
S6	no	BB75_08	101883767	225833330	0.90229167	71	BB75	R	Escherichia coli	BW25113	mutM	included	included_Rif50	Rif50	Glc150	1	0.99998699	0.824	8.08764754	1325	695339.33	3980930.67	4558210.45		24	0.5	16	150		0.15853023	0.03907326	0.32550602	76893.4093	16.2305723	88.7214555	16.2305723	39.5031578	1.3005e-5	4676270	0.00682483	0.17466753	1.648	GO	11415.3312	9.23232e-5	plastic	2	mutM_Rif50	included_mutM	0.9701558	16.729861665	0.0985064929
3b	no	BB75_09	72183333.3	160000000	0.90229167	71	BB75	R	Escherichia coli	BW25113	mutY	included	included_Rif50	Rif50	Glc150	1	0.99998719	0.669	9.26806742	925	822293.33	3986746.67	2984049.2		24	0.5	16	150		0.15187088	0.05523085	0.34758968	78036.036	16.2518529	88.6052816	16.2518529	51.9566035	1.28146e-5	4809040	0.01139173	0.20625673	1.338		7979.03516	0.00007395	plastic	1	mutY_Rif50	included_mutY	0.9701558	16.751796851	0.0798720288
S6	no	BB75_09	72183333.3	160000000	0.90229167	71	BB75	R	Escherichia coli	BW25113	mutY	included	included_Rif50	Rif50	Glc150	1	0.99998719	0.669	9.26806742	925	822293.33	3986746.67	2984049.2		24	0.5	16	150		0.15187088	0.05523085	0.34758968	78036.036	16.2518529	88.6052816	16.2518529	51.9566035	1.28146e-5	4809040	0.01139173	0.20625673	1.338	GO	7979.03516	0.00007395	plastic	2	mutY_Rif50	included_mutY	0.9701558	16.751796851	0.0798720288
3b	no	BB75_10	87973437.5	195000000	0.90229167	71	BB75	R	Escherichia coli	BW25113	mutY	included	included_Rif50	Rif50	Glc175	1	0.99998949	1.314	14.9363267	925	1562322.3	5172657.67	18566994.3		24	0.5	16	175		0.13067403	0.05879795	0.28100792	95106.4189	16.5372551	87.0761195	16.5372551	21.3856863	1.05145e-5	6734980	0.01775902	0.30203474	2.628		8111.02574	0.00012115	plastic	1	mutY_Rif50	included_mutY	0.9701558	17.045978692	0.1541712592
S6	no	BB75_10	87973437.5	195000000	0.90229167	71	BB75	R	Escherichia coli	BW25113	mutY	included	included_Rif50	Rif50	Glc175	1	0.99998949	1.314	14.9363267	925	1562322.3	5172657.67	18566994.3		24	0.5	16	175		0.13067403	0.05879795	0.28100792	95106.4189	16.5372551	87.0761195	16.5372551	21.3856863	1.05145e-5	6734980	0.01775902	0.30203474	2.628	GO	8111.02574	0.00012115	plastic	2	mutY_Rif50	included_mutY	0.9701558	17.045978692	0.1541712592
S6	no	BB75_11	34150520.8	72500000	0.94208333	72	BB75	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc70	1	0.99998243	1.58	46.2657658	600	185932	1288208	2039670.25		24	0.5	16	70		0.09152069	0.03772147	0.26515457	56917.5347	15.7965856	91.1589403	15.7965856	16.7819347	0.00001757	1474140	0.00544449	0.14433383	3.16	dinB	5039.02193	0.00023313	plastic	1	dinB_Rif50	included_dinB	0.9701558	16.282524472	0.1940731
S6	no	BB75_12	40038541.7	85000000	0.94208333	72	BB75	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc80	1	0.99997752	1.543	38.5378672	900	253904	1646106	2039670.25		24	0.5	15	80		0.10012346	0.04111304	0.27590222	44487.2685	15.4411049	93.2575751	15.4411049	17.8808956	2.24783e-5	1900010	0.00634149	0.15424523	3.086	dinB	7398.58521	0.00028513	plastic	1	dinB_Rif50	included_dinB	0.9701558	15.916108424	0.1938916171
S6	no	BB75_13	73796527.8	156666670	0.94208333	72	BB75	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc125	1	0.9999895	1.365	18.4968052	775	412281.67	2942945	16500471.5		24	0.5	16	125		0.12216326	0.03987918	0.27765744	95221.3262	16.5389971	87.066948	16.5389971	20.3412043	1.05018e-5	3355226.7	0.00558674	0.14009153	2.73	dinB	6796.39926	0.00012571	plastic	1	dinB_Rif50	included_dinB	0.9701558	17.047774287	0.1601382066
S6	no	BB75_14	90675520.8	192500000	0.94208333	72	BB75	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc150	1	0.99999035	1.392	15.351442	875	700886.67	3948913.33	10061454.4		24	0.5	16	150		0.1295505	0.04354994	0.27594958	103629.167	16.6610706	86.4290198	16.6610706	19.8239641	9.64979e-6	4649800	0.00772961	0.17748849	2.784	dinB	7726.75785	0.00011862	plastic	1	dinB_Rif50	included_dinB	0.9701558	17.173603028	0.1621092554
S6	no	BB75_15	104414236	221666670	0.94208333	72	BB75	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc175	1	0.99999282	1.599	15.3140037	750	1116135	4173851.67	14049233.9		24	0.5	16	175		0.12965019	0.03997397	0.26415804	139218.981	17.0869964	84.2746125	17.0869964	16.5202025	7.18293e-6	5289986.7	0.01068949	0.26741128	3.198	dinB	6782.64842	0.00010387	plastic	1	dinB_Rif50	included_dinB	0.9701558	17.612631291	0.181574232
S6	no	BB75_16	43095052.1	95833333	0.899375	73	BB75	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc70	1	0.99998028	1.304	30.2586941	850	175696	1650170.67	14970834.6		24	0.5	15	70		0.10804947	0.03829142	0.29092297	50700.0613	15.6296999	92.1322874	15.6296999	22.310044	1.97238e-5	1825866.7	0.00407694	0.10647141	2.608	dam	7067.69633	0.00021386	plastic	1	dam_Rif50	included_dam	0.9701558	16.110505004	0.1618819521
S6	no	BB75_17	55086718.8	122500000	0.899375	73	BB75	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc90	1	0.99998412	0.906	16.4467955	875	236973	2270410.33	8487665.43		24	0.5	15	90		0.13092568	0.0412152	0.32628347	62956.25	15.942062	90.3270857	15.942062	36.0136284	1.5884e-5	2507383.3	0.00430182	0.10437452	1.812	dam	7412.21195	0.00012191	plastic	1	dam_Rif50	included_dam	0.9701558	16.432476092	0.1102694439
S6	no	BB75_18	92935416.7	206666670	0.899375	73	BB75	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc125	1	0.99998924	2.909	31.3013069	1000	285756.33	3976960.33	14235172.5		24	0.5	15	125		0.1069026	0.04279273	0.2259494	92935.4167	16.5039409	87.2518879	16.5039409	7.76725325	0.00001076	4262716.7	0.00307478	0.07185295	5.818	dam	8752.02039	0.00027395	plastic	1	dam_Rif50	included_dam	0.9701558	17.011639652	0.3420011309
S6	no	BB75_19	106426042	236666670	0.899375	73	BB75	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc175	1	0.99998943	1.323	12.431168	1125	1220800	6071690	12332292		24	0.5	15	175		0.14299446	0.05705079	0.28960037	94600.9259	16.5295667	87.1166212	16.5295667	21.8896725	0.00001057	7292490	0.01147088	0.20106428	2.646	dam	9860.43656	0.00012258	plastic	1	dam_Rif50	included_dam	0.9701558	17.038053768	0.1552994277
S6	no	BB75_20	140902083	313333330	0.899375	73	BB75	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc275	1	0.99999202	1.203	8.53784395	1125	1587620	10672830	7227715.34		24	0.5	14	275		0.16660859	0.07574643	0.30887901	125246.296	16.9344084	85.0339713	16.9344084	25.6757283	7.98427e-6	12260450	0.01126754	0.14875342	2.406	dam	10088.1457	8.6131e-5	plastic	1	dam_Rif50	included_dam	0.9701558	17.455349353	0.1378374017
S6	no	BB76_01	55022482.6	121666670	0.90447917	74	BB76	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc80	1	0.99998001	2.144	38.9658899	1100	419198.67	1857224.67	14360535.5		24	0.5	17	80		0.09372296	0.03375392	0.2336554	50020.4388	15.6102301	92.2471989	15.6102301	10.8981063	1.99918e-5	2276423.3	0.00761868	0.22571242	4.288	dinB	9135.72342	0.00035598	plastic	1	dinB_Rif50	included_dinB	0.9701558	16.090436291	0.2664937061
S6	no	BB76_02	53891883.7	119166670	0.90447917	74	BB76	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc90	1	0.99998005	2.86	53.0692157	1075	403612	2544038	1305503.23		24	0.5	16	90		0.08764974	0.04720633	0.21994839	50131.9848	15.6134437	92.2282121	15.6134437	7.69050332	1.99473e-5	2947650	0.00748929	0.15865015	5.72	dinB	8929.82048	0.0004739	plastic	1	dinB_Rif50	included_dinB	0.9701558	16.093748791	0.3554175024
S6	no	BB76_03	101753906	225000000	0.90447917	74	BB76	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc125	1	0.99998993	2.345	23.0457983	1025	1301686.7	3399626.67	16029006.7		24	0.5	16	125		0.11398815	0.03341028	0.23414296	99272.1037	16.5991007	86.7516875	16.5991007	9.98477433	1.00733e-5	4701313.3	0.0127925	0.38289106	4.69	dinB	9019.58736	0.00020786	plastic	1	dinB_Rif50	included_dinB	0.9701558	17.109726854	0.2741130843
S6	no	BB76_04	108914366	240833330	0.90447917	74	BB76	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc150	1	0.99999013	2.684	24.6432137	1075	1963203.3	4915463.33	11875774.7		24	0.5	16	150		0.111607	0.04513145	0.22439316	101315.69	16.6284981	86.5983201	16.6284981	8.36040073	9.87014e-6	6878666.7	0.0180252	0.39939334	5.368	dinB	9475.36732	0.0002335	plastic	1	dinB_Rif50	included_dinB	0.9701558	17.140028519	0.3131850098
S6	no	BB76_05	108160634	239166670	0.90447917	74	BB76	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc175	1	0.99999168	1.792	16.5679503	900	2183103.3	6455313.33	7356137.09		24	0.5	16	175		0.12647551	0.05968265	0.25484412	120178.482	16.8748191	85.3342482	16.8748191	14.2212123	8.32096e-6	8638416.7	0.0201839	0.33818704	3.584	dinB	8043.70309	0.00013327	plastic	1	dinB_Rif50	included_dinB	0.9701558	17.39392691	0.2060489284
S6	no	BB76_06	48516840.3	111666670	0.86895833	75	BB76	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc70	1	0.99997784	3.156	65.0495783	1075	195069.33	1581764	9364848.8		24	0.5	17	70		0.07975164	0.03260237	0.20686331	45131.9444	15.4618613	93.1323836	15.4618613	6.55460432	2.21573e-5	1776833.3	0.00402065	0.12332392	6.312	dam	8848.35429	0.00057558	plastic	1	dam_Rif50	included_dam	0.9701558	15.937503353	0.3960469755
S6	no	BB76_07	51413368.1	118333330	0.86895833	75	BB76	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc80	1	0.99998104	2.806	54.5772453	975	187632.33	1830264.33	5358087.09		24	0.5	16	80		0.08687953	0.035599	0.22127303	52731.6595	15.6863818	91.7993722	15.6863818	7.88571025	1.89639e-5	2017896.7	0.00364949	0.10251652	5.612	dam	8134.69264	0.00044397	plastic	1	dam_Rif50	included_dam	0.9701558	16.168930579	0.3470854162
S6	no	BB76_08	85447569.4	196666670	0.86895833	75	BB76	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc125	1	0.9999883	3.062	35.8348402	1000	311443	3537463.67	6983275.58		24	0.5	16	125		0.09919045	0.04139923	0.21527047	85447.5694	16.3827518	87.8973212	16.3827518	7.03038773	1.17031e-5	3848906.7	0.00364484	0.08804133	6.124	dam	8691.42953	0.00031146	plastic	1	dam_Rif50	included_dam	0.9701558	16.88672256	0.3626517803
S6	no	BB76_09	130343750	300000000	0.86895833	75	BB76	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc175	1	0.99999156	1.978	15.1752577	1100	1641063.3	5819990	22602314.5		24	0.5	16	175		0.13002242	0.04465109	0.2470386	118494.318	16.8544584	85.4373347	16.8544584	12.4893124	8.43922e-6	7461053.3	0.01259027	0.28197013	3.956	dam	9819.99501	0.00014902	plastic	1	dam_Rif50	included_dam	0.9701558	17.372939849	0.2277104528
S6	no	BB76_10	140843663	324166670	0.86895833	75	BB76	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc275	1	0.9999945	3.151	22.3723235	775	3108366.7	10955066.7	15602481		24	0.5	16	275		0.11505808	0.07778175	0.21333635	181733.759	17.4714669	82.4200971	17.4714669	6.77043304	5.50255e-6	14063433	0.02206962	0.28373781	6.302	dam	7157.71428	0.00016013	plastic	1	dam_Rif50	included_dam	0.9701558	18.008928993	0.3499375228
S6	no	BB79_06	62411111.1	136666670	0.91333333	76	BB79	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc90	1	0.99998398	0.816	13.074595	1000	587283	2370407	8867842.71		24	0.5	17	90		0.13220161	0.03798053	0.31675919	62411.1111	15.9295153	90.3982309	15.9295153	38.8185286	1.60228e-5	2957690	0.00940991	0.24775619	1.632	dinB	8464.82677	0.00011067	plastic	1	dinB_Rif50	included_dinB	0.9701558	16.419543413	0.0993937504
S6	no	BB79_07	92475000	202500000	0.91333333	76	BB79	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc125	1	0.99998648	1.118	12.089754	1250	916228.67	4238041.33	13166342.3		24	0.5	16	125		0.13967369	0.04582905	0.29567658	73980	16.1748477	89.0271135	16.1748477	26.4469215	1.35172e-5	5154270	0.00990785	0.21619154	2.236	dinB	10734.3545	0.00012978	plastic	1	dinB_Rif50	included_dinB	0.9701558	16.672422801	0.1341136814
S6	no	BB79_08	141566667	310000000	0.91333333	76	BB79	R	Escherichia coli	BW25113	dinB	included	included_Rif50	Rif50	Glc250	1	0.99999435	1.301	9.19001648	800	5231210	13600990	22019669.2		24	0.5	16	250		0.152276	0.09607481	0.2818894	176958.333	17.4330502	82.601724	17.4330502	21.6671332	5.65105e-6	18832200	0.03695227	0.3846198	2.602	dinB	7373.24212	0.00006776	plastic	1	dinB_Rif50	included_dinB	0.9701558	17.96933047	0.1448022788
S6	no	BB79_09	53658333.3	117500000	0.91333333	76	BB79	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc90	1	0.99998416	1.276	23.7800901	850	409508.67	2088521.33	11586651.2		24	0.5	16	90		0.11286748	0.03892259	0.28361757	63127.451	15.9459799	90.3048926	15.9459799	22.2270825	0.00001584	2498030	0.00763178	0.19607588	2.552	dam	7202.09936	0.00017127	plastic	1	dam_Rif50	included_dam	0.9701558	16.436514503	0.1552640616
S6	no	BB79_10	165922222	363333330	0.91333333	76	BB79	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc275	1	0.99999548	1.326	7.99169624	750	4666630	14310836.7	46826893.3		24	0.5	16	275		0.15912735	0.08625027	0.28020436	221229.63	17.7551851	81.1030689	17.7551851	21.1315505	4.52019e-6	18977467	0.02812541	0.32609065	2.652	dam	7033.2111	5.62073e-5	plastic	1	dam_Rif50	included_dam	0.9701558	18.301374991	0.144907145
3b	no	BB79_11	52606510.4	115000000	0.91489583	77	BB79	R	Escherichia coli	BW25113	mutM	included	included_Rif50	Rif50	Glc80	1	0.99997861	2.053	39.025588	1125	193076.67	1933293.33	3025733.56		24	0.5	16	80		0.09656084	0.03675008	0.24415947	46761.3426	15.5130287	92.8252003	15.5130287	11.8928141	2.13852e-5	2126370	0.0036702	0.09986931	4.106		9288.68403	0.0003625	plastic	1	mutM_Rif50	included_mutM	0.9701558	15.990244796	0.2567815598
S6	no	BB79_11	52606510.4	115000000	0.91489583	77	BB79	R	Escherichia coli	BW25113	mutM	included	included_Rif50	Rif50	Glc80	1	0.99997861	2.053	39.025588	1125	193076.67	1933293.33	3025733.56		24	0.5	16	80		0.09656084	0.03675008	0.24415947	46761.3426	15.5130287	92.8252003	15.5130287	11.8928141	2.13852e-5	2126370	0.0036702	0.09986931	4.106	GO	9288.68403	0.0003625	plastic	2	mutM_Rif50	included_mutM	0.9701558	15.990244796	0.2567815598
3b	no	BB79_12	87296310.8	190833330	0.91489583	77	BB79	R	Escherichia coli	BW25113	mutM	included	included_Rif50	Rif50	Glc125	1	0.9999894	1.658	18.9927843	925	460502	3804844.67	8273149.3		24	0.5	16	125		0.12114924	0.0435854	0.26116019	94374.39	16.5261078	87.1348546	16.5261078	15.7515191	1.05961e-5	4265346.7	0.00527516	0.12103043	3.316		8105.87043	0.00015395	plastic	1	mutM_Rif50	included_mutM	0.9701558	17.034488475	0.1946639023
S6	no	BB79_12	87296310.8	190833330	0.91489583	77	BB79	R	Escherichia coli	BW25113	mutM	included	included_Rif50	Rif50	Glc125	1	0.9999894	1.658	18.9927843	925	460502	3804844.67	8273149.3		24	0.5	16	125		0.12114924	0.0435854	0.26116019	94374.39	16.5261078	87.1348546	16.5261078	15.7515191	1.05961e-5	4265346.7	0.00527516	0.12103043	3.316	GO	8105.87043	0.00015395	plastic	2	mutM_Rif50	included_mutM	0.9701558	17.034488475	0.1946639023
3b	no	BB79_13	106737847	233333330	0.91489583	77	BB79	R	Escherichia coli	BW25113	mutM	included	included_Rif50	Rif50	Glc175	1	0.99998923	2.047	19.1778273	1150	971590	5786273.33	15229191.6		24	0.5	16	175		0.12077979	0.05421014	0.24438468	92815.5193	16.5020784	87.2617353	16.5020784	11.9386751	1.07741e-5	6757863.3	0.00910258	0.16791291	4.094		10063.7526	0.000193	plastic	1	mutM_Rif50	included_mutM	0.9701558	17.009719916	0.2406859149
S6	no	BB79_13	106737847	233333330	0.91489583	77	BB79	R	Escherichia coli	BW25113	mutM	included	included_Rif50	Rif50	Glc175	1	0.99998923	2.047	19.1778273	1150	971590	5786273.33	15229191.6		24	0.5	16	175		0.12077979	0.05421014	0.24438468	92815.5193	16.5020784	87.2617353	16.5020784	11.9386751	1.07741e-5	6757863.3	0.00910258	0.16791291	4.094	GO	10063.7526	0.000193	plastic	2	mutM_Rif50	included_mutM	0.9701558	17.009719916	0.2406859149
S6	no	BB79_14	81197005.2	177500000	0.91489583	77	BB79	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc125	1	0.99999046	1.192	14.6803444	775	290974.33	3197085.67	6861718.75		24	0.5	16	125		0.13138754	0.03937443	0.2897671	104770.329	16.6768707	86.3471348	16.6768707	24.3093206	9.54469e-6	3488060	0.00358356	0.09101237	2.384	dam	6849.82196	0.00010056	plastic	1	dam_Rif50	included_dam	0.9701558	17.189889172	0.1386861763
S6	no	BB79_15	120842491	264166670	0.91489583	77	BB79	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc175	1	0.99998841	1.613	13.3479539	1400	997992.33	6096281	1746908.09		24	0.5	16	175		0.13538497	0.05044816	0.26343366	86316.0652	16.3973415	87.819114	16.3973415	16.3319072	1.15853e-5	7094273.3	0.00825862	0.16370511	3.226	dam	12178.2135	0.00016255	plastic	1	dam_Rif50	included_dam	0.9701558	16.901761016	0.1908676851
3b	no	BB79_16	37990451.4	83333333	0.91177083	78	BB79	R	Escherichia coli	BW25113	mutY	included	included_Rif50	Rif50	Glc80	1	0.9999671	1.335	35.140409	1250	161360.67	1629886	11697111.3		24	0.5	17	80		0.09682388	0.04290252	0.27125955	30392.3611	14.8914211	96.6999715	14.8914211	20.3190671	3.2903e-5	1791246.7	0.0042474	0.0990012	2.67		9932.30621	0.00034903	plastic	1	mutY_Rif50	included_mutY	0.9701558	15.349515138	0.1739468626
S6	no	BB79_16	37990451.4	83333333	0.91177083	78	BB79	R	Escherichia coli	BW25113	mutY	included	included_Rif50	Rif50	Glc80	1	0.9999671	1.335	35.140409	1250	161360.67	1629886	11697111.3		24	0.5	17	80		0.09682388	0.04290252	0.27125955	30392.3611	14.8914211	96.6999715	14.8914211	20.3190671	3.2903e-5	1791246.7	0.0042474	0.0990012	2.67	GO	9932.30621	0.00034903	plastic	2	mutY_Rif50	included_mutY	0.9701558	15.349515138	0.1739468626
3b	no	BB79_17	68762717	150833330	0.91177083	78	BB79	R	Escherichia coli	BW25113	mutY	included	included_Rif50	Rif50	Glc125	1	0.99998328	0.991	14.4118796	1150	338220	3609040	8554180.96		24	0.5	16	125		0.13215363	0.05248542	0.30712339	59793.667	15.8677051	90.7503633	15.8677051	30.9912606	1.67242e-5	3947260	0.00491865	0.09371467	1.982		9699.0142	0.00013978	plastic	1	mutY_Rif50	included_mutY	0.9701558	16.355831784	0.1211800186
S6	no	BB79_17	68762717	150833330	0.91177083	78	BB79	R	Escherichia coli	BW25113	mutY	included	included_Rif50	Rif50	Glc125	1	0.99998328	0.991	14.4118796	1150	338220	3609040	8554180.96		24	0.5	16	125		0.13215363	0.05248542	0.30712339	59793.667	15.8677051	90.7503633	15.8677051	30.9912606	1.67242e-5	3947260	0.00491865	0.09371467	1.982	GO	9699.0142	0.00013978	plastic	2	mutY_Rif50	included_mutY	0.9701558	16.355831784	0.1211800186
3b	no	BB79_18	95356033	209166670	0.91177083	78	BB79	R	Escherichia coli	BW25113	mutY	included	included_Rif50	Rif50	Glc175	1	0.99998637	1.311	13.7484746	1300	857844.67	5629055.33	15473823.8		24	0.5	16	175		0.13413	0.05903198	0.28121032	73350.7946	16.162525	89.0949899	16.162525	21.4500623	1.36331e-5	6486900	0.00899623	0.15239585	2.622		11155.7194	0.00015337	plastic	1	mutY_Rif50	included_mutY	0.9701558	16.65972102	0.1573855887
S6	no	BB79_18	95356033	209166670	0.91177083	78	BB79	R	Escherichia coli	BW25113	mutY	included	included_Rif50	Rif50	Glc175	1	0.99998637	1.311	13.7484746	1300	857844.67	5629055.33	15473823.8		24	0.5	16	175		0.13413	0.05903198	0.28121032	73350.7946	16.162525	89.0949899	16.162525	21.4500623	1.36331e-5	6486900	0.00899623	0.15239585	2.622	GO	11155.7194	0.00015337	plastic	2	mutY_Rif50	included_mutY	0.9701558	16.65972102	0.1573855887
S6	no	BB79_19	42929210.1	94166667	0.91177083	78	BB79	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc80	1	0.99997263	2.057	47.9160925	1175	173308.67	1461081.33	4002542.42		24	0.5	16	80		0.09051581	0.03403467	0.24400981	36535.4979	15.1570112	95.0055375	15.1570112	11.862412	0.00002737	1634390	0.00403708	0.11861671	4.114	dam	9492.37758	0.00045484	plastic	1	dam_Rif50	included_dam	0.9701558	15.623275405	0.2633250643
S6	no	BB79_20	143224002	314166670	0.91177083	78	BB79	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc275	1	0.99999337	1.367	9.54448963	950	1128723.3	11122210	25897675.8		24	0.5	16	275		0.15047141	0.07765605	0.27752941	150762.107	17.2019143	83.7116132	17.2019143	20.3020784	6.63297e-6	12250933	0.00788083	0.10148373	2.734	dam	8645.93895	8.25211e-5	plastic	1	dam_Rif50	included_dam	0.9701558	17.731084366	0.1541924872
S6	no	BB81_01	38796484.4	82500000	0.94052083	79	BB81	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc80	1	0.99998196	1.478	38.0962354	700	339920	1400000	7709259.43		24	0.5	17	80		0.09439169	0.03608574	0.26270249	55423.5491	15.7582115	91.3809287	15.7582115	17.7741871	1.80429e-5	1739920	0.00876162	0.2428	2.956	dam	5865.42958	0.00022345	plastic	1	dam_Rif50	included_dam	0.9701558	16.242969921	0.1819864233
S6	no	BB81_02	77984852.4	165833330	0.94052083	79	BB81	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc125	1	0.9999875	1.586	20.3372828	975	1125096.7	2529477	10537226.8		24	0.5	16	125		0.118567	0.03243549	0.26483818	79984.464	16.2874322	88.4117265	16.2874322	16.6984981	1.25024e-5	3654573.7	0.01442712	0.44479419	3.172	dam	8427.67824	0.0001714	plastic	1	dam_Rif50	included_dam	0.9701558	16.788470658	0.1889391872
S6	no	BB81_03	99538454.9	211666670	0.94052083	79	BB81	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc175	1	0.99999221	1.256	12.6182389	775	1961060	3642583	13370069.6		24	0.5	16	175		0.13780389	0.03659473	0.28503249	128436.716	16.9706982	84.8521367	16.9706982	22.6936693	7.78594e-6	5603643	0.01970153	0.53837071	2.512	dam	6963.67288	0.00008787	plastic	1	dam_Rif50	included_dam	0.9701558	17.492755448	0.1436023048
S6	no	BB81_04	119132639	253333330	0.94052083	79	BB81	R	Escherichia coli	BW25113	dam	included	included_Rif50	Rif50	Glc275	1	0.99998972	1.05	8.81370555	1225	3847433.3	7267697	12349000.3		24	0.5	16	275		0.15429475	0.06100509	0.30157926	97251.1338	16.5694274	86.9070464	16.5694274	28.7218341	1.02827e-5	11115130	0.03229538	0.52938824	2.1	dam	10761.333	9.48472e-5	plastic	1	dam_Rif50	included_dam	0.9701558	17.079140741	0.1229570054
