Well,Sample,PriorAvg,PostAvg,Post2Avg,PriorRaw,PostRaw,Post2Raw,OD_bc,time,AddH2O2,Strain,Glucose,LB,Catalase,RepNum,Week,Block,CellRemovalMethod,GAIN,Treatment,NetAvg,Repeat,Nutrient,NetFU
D4,Sample X4,3984,37427,37068,4396,39393,38674,0.008,3,0,MG,0,5,0,1,RG12,RG12,syringe,2398,MG5_00,33443,MG5_00_1,LB,34997
D5,Sample X5,3555,34427.7,33720.7,4265,35747,34093,0.004,3,0,blank,0,2,0,1,RG12,RG12,syringe,2398,blank2_00,30872.7,blank2_00_1,LB,31482
D6,Sample X6,3264.3,41244.7,39588,3552,43724,40232,0.008,3,0,blank,0,5,0,1,RG12,RG12,syringe,2398,blank5_00,37980.4,blank5_00_1,LB,40172
D7,Sample X7,3172.3,35193,34924.7,3817,37239,37050,0.004,3,0,MG,0,2,0,2,RG12,RG12,syringe,2398,MG2_00,32020.7,MG2_00_2,LB,33422
D8,Sample X8,3245.3,40920.7,40058.3,3929,44091,42748,0.007,3,0,MG,0,5,0,2,RG12,RG12,syringe,2398,MG5_00,37675.4,MG5_00_2,LB,40162
D9,Sample X9,2837.7,36473,35518,3253,37850,35995,0.005,3,0,MG,0,2,0,3,RG12,RG12,syringe,2398,MG2_00,33635.3,MG2_00_3,LB,34597
D10,Sample X10,3931.7,39700.7,38747.3,5688,41286,39208,0.005,3,0,MG,0,5,0,3,RG12,RG12,syringe,2398,MG5_00,35769,MG5_00_3,LB,35598
D11,Sample X11,5931.7,46250.3,46090.3,6087,47531,46987,NA,3,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,40318.6,S_0_.,NA,41444
D12,Sample X12,6261,129494.3,129767.7,7673,130454,129279,NA,3,0.2,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,123233.3,S_0_.,NA,122781
F1,Sample X1,3048.3,55832.7,55938,2612,53816,54015,NA,6,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,52784.4,S_0_.,NA,51204
F2,Sample X2,2520.7,134739.7,133163,2539,132471,132310,NA,6,0.2,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,132219,S_0_.,NA,129932
F3,Sample X3,4119,27508.7,26516.3,4154,26990,25736,0.02,6,0,MG,0,2,0,1,RG12,RG12,syringe,2398,MG2_00,23389.7,MG2_00_1,LB,22836
F4,Sample X4,4855.7,26651.3,25892.7,5246,26321,26237,0.025,6,0,MG,0,5,0,1,RG12,RG12,syringe,2398,MG5_00,21795.6,MG5_00_1,LB,21075
F5,Sample X5,5322.7,32206.3,31724,6251,31801,32491,0.006,6,0,blank,0,2,0,1,RG12,RG12,syringe,2398,blank2_00,26883.6,blank2_00_1,LB,25550
F6,Sample X6,4809,35832.3,36030,6081,36458,37618,0.011,6,0,blank,0,5,0,1,RG12,RG12,syringe,2398,blank5_00,31023.3,blank5_00_1,LB,30377
F7,Sample X7,4543.3,25726.7,25259.7,5613,25864,25584,0.012,6,0,MG,0,2,0,2,RG12,RG12,syringe,2398,MG2_00,21183.4,MG2_00_2,LB,20251
F8,Sample X8,4252.3,25339.3,25190.3,4795,24425,24941,0.024,6,0,MG,0,5,0,2,RG12,RG12,syringe,2398,MG5_00,21087,MG5_00_2,LB,19630
F9,Sample X9,5346.3,26389.3,25437,6269,26220,25405,0.012,6,0,MG,0,2,0,3,RG12,RG12,syringe,2398,MG2_00,21043,MG2_00_3,LB,19951
F10,Sample X10,5953.7,28023,27124.3,6032,26870,26697,0.028,6,0,MG,0,5,0,3,RG12,RG12,syringe,2398,MG5_00,22069.3,MG5_00_3,LB,20838
F11,Sample X11,3185.7,53647.3,54216.3,4358,52155,52761,NA,6,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,50461.6,S_0_.,NA,47797
F12,Sample X12,3041.7,136275.7,136085.7,3813,133047,132643,NA,6,0.2,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,133234,S_0_.,NA,129234
G1,Sample X1,3048.3,55832.7,55938,3850,57771,57799,NA,6,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,52784.4,S_0_.,NA,53921
G2,Sample X2,2520.7,134739.7,133163,2485,133630,131934,NA,6,0.2,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,132219,S_0_.,NA,131145
G3,Sample X3,4119,27508.7,26516.3,4335,26244,26168,0.02,6,0,MG,0,2,0,1,RG12,RG12,syringe,2398,MG2_00,23389.7,MG2_00_1,LB,21909
G4,Sample X4,4855.7,26651.3,25892.7,5102,27171,26533,0.025,6,0,MG,0,5,0,1,RG12,RG12,syringe,2398,MG5_00,21795.6,MG5_00_1,LB,22069
G5,Sample X5,5322.7,32206.3,31724,5248,32665,31562,0.006,6,0,blank,0,2,0,1,RG12,RG12,syringe,2398,blank2_00,26883.6,blank2_00_1,LB,27417
G6,Sample X6,4809,35832.3,36030,4699,34488,34206,0.011,6,0,blank,0,5,0,1,RG12,RG12,syringe,2398,blank5_00,31023.3,blank5_00_1,LB,29789
G7,Sample X7,4543.3,25726.7,25259.7,4332,25681,25079,0.012,6,0,MG,0,2,0,2,RG12,RG12,syringe,2398,MG2_00,21183.4,MG2_00_2,LB,21349
G8,Sample X8,4252.3,25339.3,25190.3,4331,25056,25381,0.024,6,0,MG,0,5,0,2,RG12,RG12,syringe,2398,MG5_00,21087,MG5_00_2,LB,20725
G9,Sample X9,5346.3,26389.3,25437,4934,26409,25377,0.012,6,0,MG,0,2,0,3,RG12,RG12,syringe,2398,MG2_00,21043,MG2_00_3,LB,21475
G10,Sample X10,5953.7,28023,27124.3,5849,28945,28209,0.028,6,0,MG,0,5,0,3,RG12,RG12,syringe,2398,MG5_00,22069.3,MG5_00_3,LB,23096
G11,Sample X11,3185.7,53647.3,54216.3,2350,53749,54206,NA,6,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,50461.6,S_0_.,NA,51399
G12,Sample X12,3041.7,136275.7,136085.7,2548,135577,136378,NA,6,0.2,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,133234,S_0_.,NA,133029
H1,Sample X1,3048.3,55832.7,55938,2683,55911,56000,NA,6,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,52784.4,S_0_.,NA,53228
H2,Sample X2,2520.7,134739.7,133163,2538,138118,135245,NA,6,0.2,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,132219,S_0_.,NA,135580
H3,Sample X3,4119,27508.7,26516.3,3868,29292,27645,0.02,6,0,MG,0,2,0,1,RG12,RG12,syringe,2398,MG2_00,23389.7,MG2_00_1,LB,25424
H4,Sample X4,4855.7,26651.3,25892.7,4219,26462,24908,0.025,6,0,MG,0,5,0,1,RG12,RG12,syringe,2398,MG5_00,21795.6,MG5_00_1,LB,22243
H5,Sample X5,5322.7,32206.3,31724,4469,32153,31119,0.006,6,0,blank,0,2,0,1,RG12,RG12,syringe,2398,blank2_00,26883.6,blank2_00_1,LB,27684
H6,Sample X6,4809,35832.3,36030,3647,36551,36266,0.011,6,0,blank,0,5,0,1,RG12,RG12,syringe,2398,blank5_00,31023.3,blank5_00_1,LB,32904
H7,Sample X7,4543.3,25726.7,25259.7,3685,25635,25116,0.012,6,0,MG,0,2,0,2,RG12,RG12,syringe,2398,MG2_00,21183.4,MG2_00_2,LB,21950
H8,Sample X8,4252.3,25339.3,25190.3,3631,26537,25249,0.024,6,0,MG,0,5,0,2,RG12,RG12,syringe,2398,MG5_00,21087,MG5_00_2,LB,22906
H9,Sample X9,5346.3,26389.3,25437,4836,26539,25529,0.012,6,0,MG,0,2,0,3,RG12,RG12,syringe,2398,MG2_00,21043,MG2_00_3,LB,21703
H10,Sample X10,5953.7,28023,27124.3,5980,28254,26467,0.028,6,0,MG,0,5,0,3,RG12,RG12,syringe,2398,MG5_00,22069.3,MG5_00_3,LB,22274
H11,Sample X11,3185.7,53647.3,54216.3,2849,55038,55682,NA,6,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,50461.6,S_0_.,NA,52189
H12,Sample X12,3041.7,136275.7,136085.7,2764,140203,139236,NA,6,0.2,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,133234,S_0_.,NA,137439
B1,Sample X1,3045,53832.7,52677.3,3492,53363,52180,NA,12,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,50787.7,S_0_.,NA,49871
B2,Sample X2,3331,141322.7,139327.3,4410,139132,136399,NA,12,0.2,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,137991.7,S_0_.,NA,134722
B3,Sample X3,6242,26247.7,25487,5955,24518,25020,0.031,12,0,MG,0,2,0,1,RG12,RG12,syringe,2398,MG2_00,20005.7,MG2_00_1,LB,18563
B4,Sample X4,7590,25626.7,24937.3,7072,23247,23885,0.084,12,0,MG,0,5,0,1,RG12,RG12,syringe,2398,MG5_00,18036.7,MG5_00_1,LB,16175
B5,Sample X5,7428.7,35675,35208,6312,33008,33140,0.005,12,0,blank,0,2,0,1,RG12,RG12,syringe,2398,blank2_00,28246.3,blank2_00_1,LB,26696
B6,Sample X6,7132,40912,38480.7,6303,38911,37759,0.005,12,0,blank,0,5,0,1,RG12,RG12,syringe,2398,blank5_00,33780,blank5_00_1,LB,32608
B7,Sample X7,5878,26586.7,25801.7,5333,24505,24672,0.036,12,0,MG,0,2,0,2,RG12,RG12,syringe,2398,MG2_00,20708.7,MG2_00_2,LB,19172
B8,Sample X8,7086.7,25246.7,24118.7,6390,24953,24214,0.08,12,0,MG,0,5,0,2,RG12,RG12,syringe,2398,MG5_00,18160,MG5_00_2,LB,18563
B9,Sample X9,7957.3,25742,24660.3,7574,23823,23642,0.036,12,0,MG,0,2,0,3,RG12,RG12,syringe,2398,MG2_00,17784.7,MG2_00_3,LB,16249
B10,Sample X10,7145.7,26066.7,25126,6407,25185,25242,0.086,12,0,MG,0,5,0,3,RG12,RG12,syringe,2398,MG5_00,18921,MG5_00_3,LB,18778
B11,Sample X11,3648.3,54614.3,52921.7,5418,52765,52134,NA,12,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,50966,S_0_.,NA,47347
B12,Sample X12,4175,140754.7,136721,7904,135580,135392,NA,12,0.2,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,136579.7,S_0_.,NA,127676
C1,Sample X1,3045,53832.7,52677.3,3239,54843,53615,NA,12,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,50787.7,S_0_.,NA,51604
C2,Sample X2,3331,141322.7,139327.3,2884,137012,136613,NA,12,0.2,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,137991.7,S_0_.,NA,134128
C3,Sample X3,6242,26247.7,25487,6229,26373,24892,0.031,12,0,MG,0,2,0,1,RG12,RG12,syringe,2398,MG2_00,20005.7,MG2_00_1,LB,20144
C4,Sample X4,7590,25626.7,24937.3,7393,25131,24513,0.084,12,0,MG,0,5,0,1,RG12,RG12,syringe,2398,MG5_00,18036.7,MG5_00_1,LB,17738
C5,Sample X5,7428.7,35675,35208,7056,35532,33783,0.005,12,0,blank,0,2,0,1,RG12,RG12,syringe,2398,blank2_00,28246.3,blank2_00_1,LB,28476
C6,Sample X6,7132,40912,38480.7,6572,40037,37107,0.005,12,0,blank,0,5,0,1,RG12,RG12,syringe,2398,blank5_00,33780,blank5_00_1,LB,33465
C7,Sample X7,5878,26586.7,25801.7,5001,25793,25524,0.036,12,0,MG,0,2,0,2,RG12,RG12,syringe,2398,MG2_00,20708.7,MG2_00_2,LB,20792
C8,Sample X8,7086.7,25246.7,24118.7,6734,25406,23904,0.08,12,0,MG,0,5,0,2,RG12,RG12,syringe,2398,MG5_00,18160,MG5_00_2,LB,18672
C9,Sample X9,7957.3,25742,24660.3,7585,25488,24196,0.036,12,0,MG,0,2,0,3,RG12,RG12,syringe,2398,MG2_00,17784.7,MG2_00_3,LB,17903
C10,Sample X10,7145.7,26066.7,25126,7170,25438,24406,0.086,12,0,MG,0,5,0,3,RG12,RG12,syringe,2398,MG5_00,18921,MG5_00_3,LB,18268
C11,Sample X11,3648.3,54614.3,52921.7,2863,56670,53857,NA,12,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,50966,S_0_.,NA,53807
C12,Sample X12,4175,140754.7,136721,2369,139736,134050,NA,12,0.2,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,136579.7,S_0_.,NA,137367
D1,Sample X1,3045,53832.7,52677.3,2404,53292,52237,NA,12,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,50787.7,S_0_.,NA,50888
D2,Sample X2,3331,141322.7,139327.3,2699,147824,144970,NA,12,0.2,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,137991.7,S_0_.,NA,145125
D3,Sample X3,6242,26247.7,25487,6542,27852,26549,0.031,12,0,MG,0,2,0,1,RG12,RG12,syringe,2398,MG2_00,20005.7,MG2_00_1,LB,21310
D4,Sample X4,7590,25626.7,24937.3,8305,28502,26414,0.084,12,0,MG,0,5,0,1,RG12,RG12,syringe,2398,MG5_00,18036.7,MG5_00_1,LB,20197
D5,Sample X5,7428.7,35675,35208,8918,38485,38701,0.005,12,0,blank,0,2,0,1,RG12,RG12,syringe,2398,blank2_00,28246.3,blank2_00_1,LB,29567
D6,Sample X6,7132,40912,38480.7,8521,43788,40576,0.005,12,0,blank,0,5,0,1,RG12,RG12,syringe,2398,blank5_00,33780,blank5_00_1,LB,35267
D7,Sample X7,5878,26586.7,25801.7,7300,29462,27209,0.036,12,0,MG,0,2,0,2,RG12,RG12,syringe,2398,MG2_00,20708.7,MG2_00_2,LB,22162
D8,Sample X8,7086.7,25246.7,24118.7,8136,25381,24238,0.08,12,0,MG,0,5,0,2,RG12,RG12,syringe,2398,MG5_00,18160,MG5_00_2,LB,17245
D9,Sample X9,7957.3,25742,24660.3,8713,27915,26143,0.036,12,0,MG,0,2,0,3,RG12,RG12,syringe,2398,MG2_00,17784.7,MG2_00_3,LB,19202
D10,Sample X10,7145.7,26066.7,25126,7860,27577,25730,0.086,12,0,MG,0,5,0,3,RG12,RG12,syringe,2398,MG5_00,18921,MG5_00_3,LB,19717
D11,Sample X11,3648.3,54614.3,52921.7,2664,54408,52774,NA,12,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,50966,S_0_.,NA,51744
D12,Sample X12,4175,140754.7,136721,2252,146948,140721,NA,12,0.2,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,136579.7,S_0_.,NA,144696
F1,Sample X1,3225.7,54835.7,54419,2965,53189,52797,NA,24,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,51610,S_0_.,NA,50224
F2,Sample X2,2973.3,135092.3,134470.7,2798,130800,131464,NA,24,0.2,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,132119,S_0_.,NA,128002
F3,Sample X3,3741.3,36288.3,35694.7,3320,35396,35762,0.032,24,0,MG,0,2,0,1,RG12,RG12,syringe,2398,MG2_00,32547,MG2_00_1,LB,32076
F4,Sample X4,6188.3,24126.3,23986.3,7188,24330,24419,0.105,24,0,MG,0,5,0,1,RG12,RG12,syringe,2398,MG5_00,17938,MG5_00_1,LB,17142
F5,Sample X5,6162,34697.3,34077.3,7267,35704,35492,0.004,24,0,blank,0,2,0,1,RG12,RG12,syringe,2398,blank2_00,28535.3,blank2_00_1,LB,28437
F6,Sample X6,6632.3,41046.3,40829,8094,41893,41860,0.009,24,0,blank,0,5,0,1,RG12,RG12,syringe,2398,blank5_00,34414,blank5_00_1,LB,33799
F7,Sample X7,7304.7,24862.3,24138.7,9427,25736,24690,0.036,24,0,MG,0,2,0,2,RG12,RG12,syringe,2398,MG2_00,17557.6,MG2_00_2,LB,16309
F8,Sample X8,6340,24360.3,24130.3,7456,25310,24886,0.114,24,0,MG,0,5,0,2,RG12,RG12,syringe,2398,MG5_00,18020.3,MG5_00_2,LB,17854
F9,Sample X9,6048.3,24413,24119.7,6376,23098,24286,0.051,24,0,MG,0,2,0,3,RG12,RG12,syringe,2398,MG2_00,18364.7,MG2_00_3,LB,16722
F10,Sample X10,7062,24894.3,24307.7,6797,24379,23930,0.099,24,0,MG,0,5,0,3,RG12,RG12,syringe,2398,MG5_00,17832.3,MG5_00_3,LB,17582
F11,Sample X11,3656,52377.7,52678.7,4972,50980,50035,NA,24,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,48721.7,S_0_.,NA,46008
G1,Sample X1,3225.7,54835.7,54419,3752,56361,55300,NA,24,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,51610,S_0_.,NA,52609
G2,Sample X2,2973.3,135092.3,134470.7,3216,136976,132448,NA,24,0.2,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,132119,S_0_.,NA,133760
G3,Sample X3,3741.3,36288.3,35694.7,3824,36704,35443,0.032,24,0,MG,0,2,0,1,RG12,RG12,syringe,2398,MG2_00,32547,MG2_00_1,LB,32880
G4,Sample X4,6188.3,24126.3,23986.3,6374,23877,23722,0.105,24,0,MG,0,5,0,1,RG12,RG12,syringe,2398,MG5_00,17938,MG5_00_1,LB,17503
G5,Sample X5,6162,34697.3,34077.3,6495,33806,33187,0.004,24,0,blank,0,2,0,1,RG12,RG12,syringe,2398,blank2_00,28535.3,blank2_00_1,LB,27311
G6,Sample X6,6632.3,41046.3,40829,7102,40749,40767,0.009,24,0,blank,0,5,0,1,RG12,RG12,syringe,2398,blank5_00,34414,blank5_00_1,LB,33647
G7,Sample X7,7304.7,24862.3,24138.7,7016,25087,24613,0.036,24,0,MG,0,2,0,2,RG12,RG12,syringe,2398,MG2_00,17557.6,MG2_00_2,LB,18071
G8,Sample X8,6340,24360.3,24130.3,6772,24582,24548,0.114,24,0,MG,0,5,0,2,RG12,RG12,syringe,2398,MG5_00,18020.3,MG5_00_2,LB,17810
G9,Sample X9,6048.3,24413,24119.7,6449,25936,24359,0.051,24,0,MG,0,2,0,3,RG12,RG12,syringe,2398,MG2_00,18364.7,MG2_00_3,LB,19487
G10,Sample X10,7062,24894.3,24307.7,7594,24815,24742,0.099,24,0,MG,0,5,0,3,RG12,RG12,syringe,2398,MG5_00,17832.3,MG5_00_3,LB,17221
G11,Sample X11,3656,52377.7,52678.7,3018,52470,52796,NA,24,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,48721.7,S_0_.,NA,49452
G12,Sample X12,5280,91947.3,91638.3,3136,135313,132520,NA,24,0.2,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,86667.3,S_0_.,NA,132177
H1,Sample X1,3225.7,54835.7,54419,2960,54957,55160,NA,24,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,51610,S_0_.,NA,51997
H2,Sample X2,2973.3,135092.3,134470.7,2906,137501,139500,NA,24,0.2,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,132119,S_0_.,NA,134595
H3,Sample X3,3741.3,36288.3,35694.7,4080,36765,35879,0.032,24,0,MG,0,2,0,1,RG12,RG12,syringe,2398,MG2_00,32547,MG2_00_1,LB,32685
H4,Sample X4,6188.3,24126.3,23986.3,5003,24172,23818,0.105,24,0,MG,0,5,0,1,RG12,RG12,syringe,2398,MG5_00,17938,MG5_00_1,LB,19169
H5,Sample X5,6162,34697.3,34077.3,4724,34582,33553,0.004,24,0,blank,0,2,0,1,RG12,RG12,syringe,2398,blank2_00,28535.3,blank2_00_1,LB,29858
H6,Sample X6,6632.3,41046.3,40829,4701,40497,39860,0.009,24,0,blank,0,5,0,1,RG12,RG12,syringe,2398,blank5_00,34414,blank5_00_1,LB,35796
H7,Sample X7,7304.7,24862.3,24138.7,5471,23764,23113,0.036,24,0,MG,0,2,0,2,RG12,RG12,syringe,2398,MG2_00,17557.6,MG2_00_2,LB,18293
H8,Sample X8,6340,24360.3,24130.3,4792,23189,22957,0.114,24,0,MG,0,5,0,2,RG12,RG12,syringe,2398,MG5_00,18020.3,MG5_00_2,LB,18397
H9,Sample X9,6048.3,24413,24119.7,5320,24205,23714,0.051,24,0,MG,0,2,0,3,RG12,RG12,syringe,2398,MG2_00,18364.7,MG2_00_3,LB,18885
H10,Sample X10,7062,24894.3,24307.7,6795,25489,24251,0.099,24,0,MG,0,5,0,3,RG12,RG12,syringe,2398,MG5_00,17832.3,MG5_00_3,LB,18694
H11,Sample X11,3656,52377.7,52678.7,2978,53683,55205,NA,24,0.05,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,48721.7,S_0_.,NA,50705
H12,Sample X12,5280,91947.3,91638.3,3190,137666,139106,NA,24,0.2,S,NA,NA,0,NA,RG12,RG12,syringe,2398,S_0,86667.3,S_0_.,NA,134476
B1,Sample X1,2781,46258.3,46097.3,2627,44679,45489,NA,0,0.05,S,NA,NA,0,NA,RG13,RG13,syringe,2398,S_0,43477.3,S_0_.,NA,42052
B2,Sample X2,2952.7,113689.7,116255.7,3056,112619,114905,NA,0,0.2,S,NA,NA,0,NA,RG13,RG13,syringe,2398,S_0,110737,S_0_.,NA,109563
B3,Sample X3,6757.7,28822.7,28697.3,5492,27157,26893,0.007,0,0,MG,0,2,0,1,RG13,RG13,syringe,2398,MG2_00,22065,MG2_00_1,LB,21665
B4,Sample X4,6332.7,29603.3,28976.7,5260,27499,27547,0.004,0,0,MG,0,5,0,1,RG13,RG13,syringe,2398,MG5_00,23270.6,MG5_00_1,LB,22239
B5,Sample X5,5923.3,28518.3,29577.7,5284,27315,28869,0.003,0,0,hpx,0,2,0,1,RG13,RG13,syringe,2398,hpx2_00,22595,hpx2_00_1,LB,22031
B6,Sample X6,5725.3,29468,29338,4742,27166,27582,0.003,0,0,hpx,0,5,0,1,RG13,RG13,syringe,2398,hpx5_00,23742.7,hpx5_00_1,LB,22424
B7,Sample X7,6430,28376.3,28215.7,5529,26964,27396,0.003,0,0,MG,0,2,0,2,RG13,RG13,syringe,2398,MG2_00,21946.3,MG2_00_2,LB,21435
B8,Sample X8,5871.3,28599.3,28200,4357,26212,27321,0.002,0,0,MG,0,5,0,2,RG13,RG13,syringe,2398,MG5_00,22728,MG5_00_2,LB,21855
B9,Sample X9,5198,27312.3,27293.7,4063,24931,25929,0.001,0,0,MG,0,2,0,3,RG13,RG13,syringe,2398,MG2_00,22114.3,MG2_00_3,LB,20868
B10,Sample X10,5658,27287.7,27525,4610,25430,25931,0.003,0,0,MG,0,5,0,3,RG13,RG13,syringe,2398,MG5_00,21629.7,MG5_00_3,LB,20820
B11,Sample X11,2546.3,41013.3,42495,2867,39235,41636,NA,0,0.05,S,NA,NA,0,NA,RG13,RG13,syringe,2398,S_0,38467,S_0_.,NA,36368
B12,Sample X12,3166,72535.7,73678,4775,2556,2961,NA,0,0.2,S,NA,NA,0,NA,RG13,RG13,syringe,2398,S_0,69369.7,S_0_.,NA,-2219
C1,Sample X1,2781,46258.3,46097.3,3014,44600,45418,NA,0,0.05,S,NA,NA,0,NA,RG13,RG13,syringe,2398,S_0,43477.3,S_0_.,NA,41586
C2,Sample X2,2952.7,113689.7,116255.7,2932,111453,114058,NA,0,0.2,S,NA,NA,0,NA,RG13,RG13,syringe,2398,S_0,110737,S_0_.,NA,108521
C3,Sample X3,6757.7,28822.7,28697.3,6606,28585,28706,0.007,0,0,MG,0,2,0,1,RG13,RG13,syringe,2398,MG2_00,22065,MG2_00_1,LB,21979
C4,Sample X4,6332.7,29603.3,28976.7,5883,29338,28930,0.004,0,0,MG,0,5,0,1,RG13,RG13,syringe,2398,MG5_00,23270.6,MG5_00_1,LB,23455
C5,Sample X5,5923.3,28518.3,29577.7,5429,28702,29295,0.003,0,0,hpx,0,2,0,1,RG13,RG13,syringe,2398,hpx2_00,22595,hpx2_00_1,LB,23273
C6,Sample X6,5725.3,29468,29338,5531,29403,29823,0.003,0,0,hpx,0,5,0,1,RG13,RG13,syringe,2398,hpx5_00,23742.7,hpx5_00_1,LB,23872
C7,Sample X7,6430,28376.3,28215.7,5948,27745,27487,0.003,0,0,MG,0,2,0,2,RG13,RG13,syringe,2398,MG2_00,21946.3,MG2_00_2,LB,21797
C8,Sample X8,5871.3,28599.3,28200,5586,27476,27718,0.002,0,0,MG,0,5,0,2,RG13,RG13,syringe,2398,MG5_00,22728,MG5_00_2,LB,21890
C9,Sample X9,5198,27312.3,27293.7,4439,27378,27650,0.001,0,0,MG,0,2,0,3,RG13,RG13,syringe,2398,MG2_00,22114.3,MG2_00_3,LB,22939
C10,Sample X10,5658,27287.7,27525,5126,27171,27548,0.003,0,0,MG,0,5,0,3,RG13,RG13,syringe,2398,MG5_00,21629.7,MG5_00_3,LB,22045
C11,Sample X11,2546.3,41013.3,42495,2163,39176,40456,NA,0,0.05,S,NA,NA,0,NA,RG13,RG13,syringe,2398,S_0,38467,S_0_.,NA,37013
C12,Sample X12,3166,72535.7,73678,2110,104346,106194,NA,0,0.2,S,NA,NA,0,NA,RG13,RG13,syringe,2398,S_0,69369.7,S_0_.,NA,102236
D1,Sample X1,2781,46258.3,46097.3,2702,49496,47385,NA,0,0.05,S,NA,NA,0,NA,RG13,RG13,syringe,2398,S_0,43477.3,S_0_.,NA,46794
D2,Sample X2,2952.7,113689.7,116255.7,2870,116997,119804,NA,0,0.2,S,NA,NA,0,NA,RG13,RG13,syringe,2398,S_0,110737,S_0_.,NA,114127
D3,Sample X3,6757.7,28822.7,28697.3,8175,30726,30493,0.007,0,0,MG,0,2,0,1,RG13,RG13,syringe,2398,MG2_00,22065,MG2_00_1,LB,22551
D4,Sample X4,6332.7,29603.3,28976.7,7855,31973,30453,0.004,0,0,MG,0,5,0,1,RG13,RG13,syringe,2398,MG5_00,23270.6,MG5_00_1,LB,24118
D5,Sample X5,5923.3,28518.3,29577.7,7057,29538,30569,0.003,0,0,hpx,0,2,0,1,RG13,RG13,syringe,2398,hpx2_00,22595,hpx2_00_1,LB,22481
D6,Sample X6,5725.3,29468,29338,6903,31835,30609,0.003,0,0,hpx,0,5,0,1,RG13,RG13,syringe,2398,hpx5_00,23742.7,hpx5_00_1,LB,24932
D7,Sample X7,6430,28376.3,28215.7,7813,30420,29764,0.003,0,0,MG,0,2,0,2,RG13,RG13,syringe,2398,MG2_00,21946.3,MG2_00_2,LB,22607
D8,Sample X8,5871.3,28599.3,28200,7671,32110,29561,0.002,0,0,MG,0,5,0,2,RG13,RG13,syringe,2398,MG5_00,22728,MG5_00_2,LB,24439
D9,Sample X9,5198,27312.3,27293.7,7092,29628,28302,0.001,0,0,MG,0,2,0,3,RG13,RG13,syringe,2398,MG2_00,22114.3,MG2_00_3,LB,22536
D10,Sample X10,5658,27287.7,27525,7238,29262,29096,0.003,0,0,MG,0,5,0,3,RG13,RG13,syringe,2398,MG5_00,21629.7,MG5_00_3,LB,22024
D11,Sample X11,2546.3,41013.3,42495,2609,44629,45393,NA,0,0.05,S,NA,NA,0,NA,RG13,RG13,syringe,2398,S_0,38467,S_0_.,NA,42020
D12,Sample X12,3166,72535.7,73678,2613,110705,111879,NA,0,0.2,S,NA,NA,0,NA,RG13,RG13,syringe,2398,S_0,69369.7,S_0_.,NA,108092
F1,Sample X1,3497.7,40509,41968.3,3030,38047,39678,NA,3,0.05,S,NA,NA,0,NA,RG13,RG13,syringe,2398,S_0,37011.3,S_0_.,NA,35017
F2,Sample X2,3307.3,93780.7,100733.7,3697,94775,102422,NA,3,0.2,S,NA,NA,0,NA,RG13,RG13,syringe,2398,S_0,90473.4,S_0_.,NA,91078
F3,Sample X3,8483.3,24326.7,25803.3,10179,22762,25516,0.002,3,0,MG,0,2,0,1,RG13,RG13,syringe,2398,MG2_00,15843.4,MG2_00_1,LB,12583
